MS SubClass,MS Zoning,Lot Frontage,Lot Area,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,HasPool,HasFire,HasAC,HasFence,HasGarage,AmenitiesCount,Garage Yr Blt_was_missing,Garage Area_was_missing,Garage Cars_was_missing,BsmtFin SF 1_was_missing,BsmtFin SF 2_was_missing,Bsmt Unf SF_was_missing,Total Bsmt SF_was_missing,Bsmt Full Bath_was_missing,Bsmt Half Bath_was_missing,Pool Area_was_missing,Mas Vnr Area_was_missing
60,RL,80.0,10240,NoAlley,3.0,Lvl,Inside,2.0,NridgHt,Norm,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,178.0,3.0,2.0,PConc,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1030.0,1030.0,3.0,Y,4.0,1038,1060,0,2098,0.0,0.0,2,1,3,1,4.0,8,Typ,1,4.0,Attchd,2005.0,2.0,3.0,878.0,3.0,2.0,192,52,0,0,0,0,NoFence,0,3,2006,WD,Normal,275500,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,85.0,16669,NoAlley,2.0,Lvl,Corner,2.0,Timber,Norm,1Fam,1Story,8,6,1981,1981,Hip,Plywood,Plywood,BrkFace,653.0,3.0,2.0,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1686.0,1686.0,2.0,Y,4.0,1707,0,0,1707,0.0,0.0,2,1,2,1,2.0,6,Typ,1,3.0,Attchd,1981.0,2.0,2.0,511.0,3.0,2.0,574,64,0,0,0,0,NoFence,0,1,2006,WD,Normal,228000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
180,RM,26.0,1533,NoAlley,3.0,Lvl,Inside,2.0,MeadowV,Norm,Twnhs,SLvl,4,5,1970,1970,Gable,CemntBd,CmentBd,None,0.0,2.0,2.0,CBlock,4.0,3.0,3.0,6.0,503.0,1.0,0.0,27.0,530.0,2.0,Y,4.0,530,462,0,992,1.0,0.0,1,0,2,1,2.0,4,Typ,0,0.0,BuiltIn,1970.0,3.0,1.0,297.0,3.0,2.0,112,97,0,0,0,0,NoFence,0,7,2007,WD,Normal,106500,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
120,FV,59.0,4282,Pave,1.0,Lvl,Inside,2.0,Somerst,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,MetalSd,MetalSd,None,0.0,3.0,2.0,PConc,4.0,3.0,2.0,6.0,16.0,1.0,0.0,1375.0,1391.0,4.0,Y,4.0,1391,0,0,1391,0.0,0.0,2,0,2,1,3.0,5,Typ,0,0.0,Attchd,2004.0,2.0,2.0,530.0,3.0,2.0,156,158,0,0,0,0,NoFence,0,7,2008,WD,Normal,196000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
20,RL,80.0,9600,NoAlley,3.0,Lvl,Inside,2.0,NWAmes,Norm,1Fam,1Story,7,6,1973,1973,Hip,HdBoard,HdBoard,BrkFace,320.0,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,916.0,1.0,0.0,326.0,1242.0,1.0,Y,4.0,1242,0,0,1242,0.0,0.0,1,1,3,1,2.0,6,Typ,1,3.0,Attchd,1973.0,1.0,2.0,528.0,3.0,2.0,0,0,0,0,0,0,NoFence,0,9,2007,WD,Normal,175500,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
60,RL,65.0,8125,NoAlley,3.0,Lvl,Inside,2.0,Gilbert,Norm,1Fam,2Story,6,5,1994,1995,Gable,HdBoard,HdBoard,None,0.0,2.0,2.0,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,702.0,702.0,3.0,Y,4.0,702,779,0,1481,0.0,0.0,2,1,3,1,2.0,6,Typ,1,3.0,Attchd,1994.0,3.0,2.0,343.0,3.0,2.0,0,36,0,0,0,0,NoFence,0,3,2009,WD,Normal,174000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
80,RL,65.0,10482,NoAlley,3.0,Lvl,Inside,2.0,NAmes,Norm,1Fam,SLvl,6,8,1958,1958,Hip,VinylSd,VinylSd,BrkFace,63.0,2.0,3.0,CBlock,3.0,3.0,3.0,6.0,507.0,1.0,0.0,81.0,588.0,4.0,Y,4.0,1138,0,0,1138,0.0,1.0,1,0,3,1,2.0,6,Typ,0,0.0,Attchd,1958.0,2.0,1.0,264.0,3.0,2.0,224,0,0,0,0,0,MnWw,0,6,2007,WD,Normal,145000,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
120,RL,50.0,8012,NoAlley,3.0,Lvl,Inside,2.0,SawyerW,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,Plywood,ImStucc,None,0.0,3.0,2.0,PConc,4.0,3.0,1.0,6.0,430.0,1.0,0.0,1145.0,1575.0,3.0,Y,4.0,1575,0,0,1575,1.0,0.0,2,0,2,1,3.0,5,Typ,0,0.0,Attchd,1992.0,2.0,2.0,529.0,3.0,2.0,0,0,52,0,0,0,NoFence,0,7,2007,WD,Normal,179200,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
60,RL,91.0,12585,NoAlley,2.0,Lvl,Inside,2.0,NoRidge,Norm,1Fam,2Story,8,5,1993,1993,Gable,HdBoard,ImStucc,BrkFace,420.0,3.0,2.0,PConc,4.0,3.0,1.0,2.0,247.0,6.0,1039.0,0.0,1286.0,4.0,Y,4.0,1565,1234,0,2799,1.0,0.0,2,1,3,1,3.0,8,Typ,1,3.0,Attchd,1993.0,3.0,3.0,704.0,3.0,2.0,432,136,0,0,0,0,NoFence,0,10,2006,WD,Normal,315000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,44.0,12864,NoAlley,2.0,Lvl,CulDSac,2.0,Mitchel,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,4.0,3.0,1.0,6.0,1392.0,1.0,0.0,17.0,1409.0,4.0,Y,4.0,1409,0,0,1409,1.0,0.0,1,1,1,1,3.0,4,Typ,1,4.0,Attchd,2002.0,2.0,2.0,576.0,3.0,2.0,0,144,0,0,145,0,NoFence,0,7,2007,WD,Normal,245000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
50,RL,70.0,11700,Grvl,2.0,HLS,Inside,1.0,Crawfor,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,WdShing,Wd Shng,None,0.0,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,606.0,1.0,0.0,336.0,942.0,4.0,Y,4.0,1265,673,0,1938,0.0,0.0,2,0,4,1,3.0,7,Min2,1,4.0,Detchd,1937.0,1.0,1.0,240.0,3.0,2.0,0,40,0,0,0,0,NoFence,0,7,2008,WD,Normal,198000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,FV,72.0,8640,NoAlley,3.0,Lvl,Inside,2.0,Somerst,Norm,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,4.0,3.0,1.0,6.0,24.0,1.0,0.0,1254.0,1278.0,4.0,Y,4.0,1278,0,0,1278,0.0,0.0,2,0,2,1,3.0,5,Typ,0,0.0,Attchd,2006.0,2.0,2.0,584.0,3.0,2.0,0,60,0,0,0,0,NoFence,0,10,2006,New,Partial,198600,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
60,RL,70.0,12334,NoAlley,2.0,Lvl,Inside,2.0,CollgCr,Norm,1Fam,2Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,198.0,3.0,2.0,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1068.0,1068.0,4.0,Y,4.0,1068,1116,0,2184,0.0,0.0,2,1,4,1,3.0,8,Typ,1,4.0,BuiltIn,2003.0,2.0,2.0,570.0,3.0,2.0,192,132,0,0,0,0,NoFence,0,6,2009,WD,Normal,254750,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,FV,72.0,8640,NoAlley,3.0,Lvl,Inside,2.0,Somerst,Norm,1Fam,1Story,8,5,2007,2008,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,4.0,3.0,1.0,6.0,24.0,1.0,0.0,1339.0,1363.0,4.0,Y,4.0,1372,0,0,1372,0.0,0.0,2,0,3,1,3.0,6,Typ,0,0.0,Attchd,2008.0,2.0,2.0,588.0,3.0,2.0,192,113,0,0,0,0,NoFence,0,7,2008,New,Partial,212700,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
50,RL,78.0,10452,NoAlley,2.0,Lvl,Inside,2.0,Crawfor,Norm,1Fam,1.5Fin,7,6,1941,1985,Gable,Wd Sdng,Wd Sdng,BrkFace,371.0,3.0,3.0,BrkTil,4.0,3.0,1.0,5.0,426.0,4.0,252.0,850.0,1528.0,4.0,Y,4.0,1225,908,0,2133,1.0,0.0,1,1,4,1,2.0,8,Typ,2,3.0,Attchd,1941.0,1.0,1.0,312.0,3.0,2.0,0,0,86,0,0,0,NoFence,0,7,2010,WD,Normal,257500,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
50,RL,70.0,11767,NoAlley,3.0,Lvl,Inside,2.0,Edwards,Norm,1Fam,2Story,4,7,1910,2000,Gable,MetalSd,HdBoard,None,0.0,2.0,2.0,CBlock,2.0,3.0,1.0,1.0,0.0,1.0,0.0,560.0,560.0,3.0,N,4.0,796,550,0,1346,0.0,0.0,1,1,2,1,2.0,6,Min2,0,0.0,Detchd,1950.0,1.0,1.0,384.0,2.0,2.0,168,24,0,0,0,0,GdWo,0,5,2007,WD,Normal,112000,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
50,RL,57.0,7558,NoAlley,3.0,Bnk,Inside,2.0,Crawfor,Norm,1Fam,1.5Fin,6,6,1928,1950,Gable,BrkFace,Stone,None,0.0,2.0,2.0,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,896.0,896.0,3.0,Y,4.0,1172,741,0,1913,0.0,0.0,1,1,3,1,2.0,9,Typ,1,3.0,Detchd,1929.0,1.0,2.0,342.0,2.0,2.0,0,0,0,0,0,0,NoFence,0,3,2009,WD,Normal,177000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
160,FV,24.0,2572,NoAlley,3.0,Lvl,FR2,2.0,Somerst,Norm,Twnhs,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,None,0.0,3.0,2.0,PConc,4.0,3.0,1.0,5.0,604.0,1.0,0.0,92.0,696.0,4.0,Y,4.0,696,720,0,1416,1.0,0.0,2,1,3,1,3.0,6,Typ,0,0.0,Detchd,1999.0,1.0,2.0,484.0,3.0,2.0,0,44,0,0,0,0,NoFence,0,5,2010,WD,Normal,155000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
40,RL,55.0,6854,NoAlley,3.0,Bnk,Inside,1.0,BrkSide,Norm,1Fam,1Story,5,7,1925,1994,Gable,MetalSd,MetalSd,None,0.0,2.0,3.0,PConc,3.0,3.0,1.0,2.0,317.0,3.0,227.0,212.0,756.0,2.0,N,3.0,916,144,0,1060,1.0,0.0,1,0,1,1,2.0,6,Mod,1,4.0,Detchd,1969.0,1.0,1.0,308.0,2.0,2.0,0,65,0,0,150,0,NoFence,0,8,2007,WD,Normal,136500,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
60,RL,74.0,13517,NoAlley,2.0,Lvl,CulDSac,2.0,Sawyer,RRAe,1Fam,2Story,6,8,1976,2005,Gable,HdBoard,Plywood,BrkFace,289.0,3.0,2.0,CBlock,3.0,3.0,1.0,6.0,533.0,1.0,0.0,192.0,725.0,4.0,Y,4.0,725,754,0,1479,0.0,0.0,2,1,3,1,3.0,6,Typ,0,0.0,Attchd,1976.0,2.0,2.0,475.0,3.0,2.0,0,44,0,0,0,0,NoFence,0,3,2010,WD,Normal,130500,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
60,RL,65.0,12438,NoAlley,2.0,Lvl,Inside,2.0,CollgCr,PosN,1Fam,2Story,6,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,68.0,3.0,2.0,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,781.0,781.0,4.0,Y,4.0,795,704,0,1499,0.0,0.0,2,1,3,1,3.0,6,Typ,1,3.0,Attchd,1995.0,2.0,2.0,473.0,3.0,2.0,413,91,0,0,0,0,NoFence,0,8,2006,WD,Normal,187000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
160,RM,21.0,1484,NoAlley,3.0,Lvl,Inside,2.0,MeadowV,Norm,TwnhsE,2Story,4,4,1972,1972,Gable,CemntBd,CmentBd,None,0.0,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,252.0,1.0,0.0,294.0,546.0,2.0,Y,4.0,546,546,0,1092,0.0,0.0,1,1,3,1,2.0,5,Typ,0,0.0,Attchd,1972.0,1.0,1.0,253.0,3.0,2.0,0,0,0,0,0,0,NoFence,0,5,2006,WD,Normal,79400,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
160,RM,21.0,2001,NoAlley,3.0,Lvl,Inside,2.0,MeadowV,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CemntBd,CmentBd,BrkFace,80.0,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,546.0,546.0,1.0,Y,4.0,546,546,0,1092,0.0,0.0,1,1,3,1,2.0,6,Typ,0,0.0,Attchd,1970.0,1.0,1.0,286.0,3.0,2.0,0,0,0,0,0,0,NoFence,0,1,2007,WD,Normal,75000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
60,RL,65.0,14006,NoAlley,2.0,Lvl,Inside,2.0,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,144.0,3.0,2.0,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,936.0,936.0,4.0,Y,4.0,936,840,0,1776,0.0,0.0,2,1,3,1,3.0,7,Typ,1,3.0,Attchd,2002.0,2.0,2.0,474.0,3.0,2.0,144,96,0,0,0,0,NoFence,0,2,2006,WD,Normal,192500,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,37.0,6951,NoAlley,2.0,Lvl,CulDSac,2.0,Mitchel,Norm,1Fam,1Story,5,5,1984,1985,Gable,HdBoard,Plywood,None,0.0,2.0,2.0,CBlock,3.0,3.0,1.0,5.0,658.0,1.0,0.0,218.0,876.0,2.0,Y,4.0,923,0,0,923,1.0,0.0,1,0,3,1,2.0,5,Typ,0,0.0,Attchd,1984.0,1.0,1.0,264.0,3.0,2.0,362,0,0,0,0,0,MnPrv,0,10,2008,WD,Normal,119500,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
90,RL,74.0,11836,NoAlley,2.0,Lvl,Corner,2.0,Mitchel,Norm,Duplex,1Story,5,5,1970,1970,Gable,Plywood,Plywood,None,0.0,2.0,2.0,CBlock,3.0,3.0,1.0,4.0,149.0,1.0,0.0,1503.0,1652.0,2.0,Y,4.0,1652,0,0,1652,0.0,0.0,2,0,4,2,2.0,8,Typ,0,0.0,2Types,1970.0,1.0,3.0,928.0,3.0,2.0,0,0,0,0,0,0,NoFence,0,3,2006,WD,Normal,146500,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
30,RL,54.0,7223,NoAlley,3.0,Lvl,Inside,2.0,Crawfor,Norm,1Fam,1Story,5,5,1926,1950,Hip,Stucco,Plywood,None,0.0,2.0,2.0,PConc,3.0,3.0,2.0,4.0,319.0,1.0,0.0,971.0,1290.0,2.0,Y,4.0,1422,0,0,1422,0.0,0.0,1,0,3,1,2.0,6,Typ,0,0.0,Detchd,1973.0,1.0,1.0,352.0,3.0,2.0,0,0,64,0,0,0,MnPrv,0,4,2007,WD,Normal,136500,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,94.0,25286,NoAlley,3.0,HLS,Inside,1.0,Mitchel,Norm,1Fam,1Story,4,5,1963,1963,Gable,HdBoard,Plywood,None,0.0,2.0,2.0,PConc,3.0,3.0,4.0,5.0,633.0,1.0,0.0,431.0,1064.0,3.0,Y,4.0,1040,0,0,1040,1.0,0.0,1,0,3,1,2.0,5,Typ,0,0.0,Attchd,1963.0,1.0,2.0,648.0,3.0,2.0,0,0,0,0,0,0,NoFence,0,1,2007,WD,Normal,132250,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
50,RL,77.0,9786,NoAlley,2.0,Bnk,Inside,2.0,NAmes,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,Wd Sdng,Wd Sdng,None,0.0,2.0,2.0,CBlock,3.0,3.0,1.0,3.0,600.0,1.0,0.0,312.0,912.0,2.0,Y,4.0,1085,649,0,1734,0.0,0.0,1,1,3,1,3.0,7,Typ,1,4.0,Attchd,1962.0,2.0,2.0,440.0,3.0,2.0,0,0,0,0,128,0,GdPrv,0,6,2006,WD,Normal,159000,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0
70,RL,113.0,21281,NoAlley,3.0,Lvl,Inside,2.0,NAmes,Norm,1Fam,2Story,5,4,1935,2007,Gable,Wd Sdng,MetalSd,None,0.0,2.0,2.0,BrkTil,3.0,2.0,1.0,1.0,0.0,1.0,0.0,666.0,666.0,3.0,Y,4.0,1308,1778,0,3086,0.0,0.0,3,1,4,1,3.0,9,Min1,0,0.0,BuiltIn,2007.0,1.0,3.0,1200.0,3.0,2.0,0,208,290,0,156,0,NoFence,0,11,2007,WD,Family,301600,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
70,RM,57.0,8094,Grvl,3.0,Lvl,Inside,2.0,OldTown,Norm,1Fam,2Story,6,6,1915,1950,Gable,MetalSd,MetalSd,None,0.0,2.0,2.0,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1048.0,1048.0,3.0,Y,3.0,1048,720,0,1768,0.0,0.0,2,0,3,1,2.0,8,Typ,0,0.0,Detchd,1930.0,1.0,2.0,576.0,2.0,2.0,0,0,150,0,0,0,NoFence,0,6,2009,WD,Normal,155000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
60,RL,70.0,11920,NoAlley,3.0,Lvl,Inside,2.0,SawyerW,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,122.0,3.0,2.0,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,831.0,831.0,4.0,Y,4.0,831,828,0,1659,0.0,0.0,2,1,3,1,3.0,8,Typ,0,0.0,Attchd,2004.0,2.0,2.0,484.0,3.0,2.0,144,68,0,0,0,0,NoFence,0,4,2010,WD,Normal,181000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
50,RM,75.0,9060,NoAlley,3.0,Lvl,Inside,2.0,IDOTRR,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,MetalSd,MetalSd,BrkFace,327.0,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,967.0,967.0,3.0,Y,4.0,967,671,0,1638,0.0,0.0,2,0,4,1,3.0,6,Typ,0,0.0,Detchd,1957.0,1.0,1.0,384.0,3.0,2.0,0,21,0,0,0,0,NoFence,0,4,2006,WD,Normal,139000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
60,RL,74.0,8581,NoAlley,2.0,Lvl,Inside,2.0,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,4.0,4.0,2.0,1.0,0.0,1.0,0.0,851.0,851.0,4.0,Y,4.0,851,886,0,1737,0.0,0.0,2,1,3,1,3.0,7,Typ,0,0.0,Attchd,2006.0,2.0,2.0,578.0,3.0,2.0,0,105,0,0,0,0,NoFence,0,8,2006,New,Partial,203160,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
60,RL,91.0,29959,NoAlley,1.0,Lvl,FR2,2.0,NoRidge,Norm,1Fam,2Story,7,6,1994,1994,Gable,HdBoard,HdBoard,None,0.0,3.0,2.0,PConc,4.0,3.0,1.0,6.0,595.0,1.0,0.0,378.0,973.0,4.0,Y,4.0,979,871,0,1850,0.0,0.0,2,1,3,1,3.0,7,Typ,1,4.0,BuiltIn,1994.0,3.0,2.0,467.0,3.0,2.0,168,98,0,0,0,0,NoFence,0,1,2009,WD,Normal,248000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RM,65.0,9750,Grvl,3.0,Lvl,Inside,2.0,OldTown,Norm,1Fam,1Story,5,5,1958,1958,Hip,HdBoard,HdBoard,None,0.0,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,960.0,960.0,4.0,Y,4.0,960,0,0,960,0.0,0.0,1,0,3,1,2.0,5,Typ,0,0.0,Detchd,2002.0,1.0,2.0,624.0,3.0,2.0,0,0,0,0,0,0,NoFence,4500,7,2006,WD,Normal,125000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
160,FV,73.0,2117,NoAlley,3.0,Lvl,Inside,2.0,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,3.0,2.0,PConc,4.0,3.0,1.0,6.0,436.0,1.0,0.0,320.0,756.0,4.0,Y,4.0,769,756,0,1525,0.0,0.0,2,1,3,1,3.0,5,Typ,1,3.0,Detchd,2000.0,1.0,2.0,440.0,3.0,2.0,0,0,0,0,0,0,NoFence,0,6,2007,WD,Normal,177000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
90,RL,78.0,10530,NoAlley,3.0,Lvl,Inside,2.0,Mitchel,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,Plywood,ImStucc,BrkFace,90.0,2.0,2.0,CBlock,4.0,3.0,4.0,6.0,975.0,1.0,0.0,0.0,975.0,2.0,Y,4.0,1004,0,0,1004,1.0,0.0,1,0,2,1,2.0,4,Typ,0,0.0,Attchd,1977.0,1.0,2.0,504.0,3.0,2.0,0,0,0,0,0,0,NoFence,0,5,2006,WD,Normal,135000,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
20,RL,63.0,7584,NoAlley,3.0,Lvl,Inside,2.0,NAmes,Artery,1Fam,1Story,5,5,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,88.0,2.0,2.0,CBlock,3.0,3.0,1.0,2.0,531.0,1.0,0.0,505.0,1036.0,4.0,Y,4.0,1036,0,0,1036,0.0,0.0,1,0,3,1,2.0,5,Typ,0,0.0,Attchd,1953.0,2.0,1.0,312.0,3.0,2.0,120,24,0,0,0,0,MnPrv,0,6,2008,WD,Normal,112900,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
60,RL,82.0,10672,NoAlley,2.0,Lvl,Inside,2.0,NridgHt,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,3.0,2.0,PConc,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1054.0,1054.0,3.0,Y,4.0,1054,1335,0,2389,0.0,0.0,2,1,4,1,3.0,10,Typ,1,4.0,BuiltIn,2006.0,3.0,3.0,672.0,3.0,2.0,176,64,0,0,0,0,NoFence,0,11,2006,New,Partial,298236,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
80,RL,100.0,9600,NoAlley,2.0,Lvl,Inside,2.0,NAmes,Norm,1Fam,SLvl,6,5,1961,1961,Hip,WdShing,Wd Shng,BrkFace,291.0,2.0,2.0,CBlock,3.0,3.0,3.0,5.0,600.0,1.0,0.0,618.0,1218.0,2.0,Y,4.0,1254,0,0,1254,1.0,0.0,1,0,3,1,2.0,6,Typ,1,4.0,Attchd,1961.0,2.0,2.0,525.0,3.0,2.0,0,0,0,0,168,0,NoFence,0,5,2007,WD,Normal,158500,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,73.0,17227,NoAlley,1.0,Lvl,CulDSac,1.0,CollgCr,Norm,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,158.0,3.0,2.0,PConc,4.0,3.0,4.0,6.0,915.0,1.0,0.0,426.0,1341.0,4.0,Y,4.0,1341,0,0,1341,1.0,0.0,1,1,1,1,3.0,5,Typ,1,3.0,Attchd,1999.0,2.0,2.0,482.0,3.0,2.0,240,84,0,0,0,0,NoFence,0,1,2007,WD,Normal,246900,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,78.0,11700,NoAlley,3.0,Lvl,Inside,2.0,NWAmes,RRAn,1Fam,1Story,6,6,1968,1968,Gable,MetalSd,MetalSd,BrkFace,41.0,2.0,2.0,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,912.0,912.0,4.0,Y,4.0,1152,0,0,1152,1.0,0.0,1,1,3,1,2.0,7,Typ,0,0.0,Attchd,1968.0,2.0,2.0,412.0,3.0,2.0,0,126,0,0,0,0,NoFence,0,9,2007,CWD,Normal,143450,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
20,RL,95.0,12350,NoAlley,3.0,Lvl,Inside,2.0,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Stone,450.0,4.0,2.0,PConc,5.0,3.0,3.0,6.0,1232.0,1.0,0.0,788.0,2020.0,4.0,Y,4.0,2020,0,0,2020,1.0,0.0,2,0,3,1,4.0,7,Typ,1,4.0,Attchd,2008.0,2.0,3.0,896.0,3.0,2.0,192,98,0,0,0,0,NoFence,0,5,2009,WD,Normal,404000,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
20,RL,90.0,14684,NoAlley,2.0,Lvl,CulDSac,2.0,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,BrkFace,234.0,3.0,2.0,CBlock,4.0,3.0,2.0,5.0,485.0,4.0,177.0,1496.0,2158.0,3.0,Y,4.0,2196,0,0,2196,0.0,0.0,2,0,3,1,3.0,7,Typ,1,3.0,Attchd,1990.0,2.0,3.0,701.0,3.0,2.0,84,70,0,0,0,0,NoFence,0,6,2009,WD,Normal,271900,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
